img_name,labels
L15-0603E-1071N_08,agriculture clear haze primary road water
L15-0603E-1071N_09,agriculture clear haze primary water
L15-0603E-1071N_10,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_100,agriculture clear cultivation habitation haze primary water
L15-0603E-1071N_101,agriculture cultivation haze primary
L15-0603E-1071N_1010,agriculture clear primary road
L15-0603E-1071N_1011,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_1012,agriculture clear habitation primary road water
L15-0603E-1071N_1013,agriculture clear primary
L15-0603E-1071N_1014,agriculture clear habitation primary road
L15-0603E-1071N_1015,agriculture clear primary road
L15-0603E-1071N_102,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_103,agriculture haze primary water
L15-0603E-1071N_104,agriculture clear cultivation haze primary water
L15-0603E-1071N_105,clear haze primary water
L15-0603E-1071N_106,agriculture clear haze primary road water
L15-0603E-1071N_107,agriculture clear haze primary road water
L15-0603E-1071N_108,agriculture clear primary road
L15-0603E-1071N_109,agriculture clear habitation primary road
L15-0603E-1071N_11,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_110,agriculture clear haze primary road water
L15-0603E-1071N_111,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_1110,agriculture clear cultivation haze primary
L15-0603E-1071N_1111,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_1112,agriculture clear habitation haze primary road water
L15-0603E-1071N_1113,agriculture clear haze primary road
L15-0603E-1071N_1114,agriculture clear haze primary water
L15-0603E-1071N_1115,agriculture clear haze primary road water
L15-0603E-1071N_112,agriculture clear habitation haze primary road
L15-0603E-1071N_113,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_114,agriculture clear haze primary road water
L15-0603E-1071N_115,agriculture clear haze primary road water
L15-0603E-1071N_116,agriculture clear haze primary water
L15-0603E-1071N_117,agriculture clear haze primary water
L15-0603E-1071N_118,agriculture clear habitation haze primary water
L15-0603E-1071N_119,agriculture clear haze primary water
L15-0603E-1071N_12,agriculture cultivation haze primary
L15-0603E-1071N_120,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_121,agriculture cultivation haze primary
L15-0603E-1071N_1210,agriculture clear cultivation haze primary road
L15-0603E-1071N_1211,agriculture clear haze primary water
L15-0603E-1071N_1212,agriculture clear habitation haze primary road water
L15-0603E-1071N_1213,agriculture clear haze primary water
L15-0603E-1071N_1214,agriculture clear haze primary water
L15-0603E-1071N_1215,agriculture clear haze primary water
L15-0603E-1071N_122,agriculture clear cultivation habitation haze primary
L15-0603E-1071N_123,agriculture cultivation haze primary
L15-0603E-1071N_124,agriculture cultivation haze primary road water
L15-0603E-1071N_125,agriculture clear haze primary water
L15-0603E-1071N_126,clear haze primary
L15-0603E-1071N_127,agriculture clear cultivation habitation haze primary
L15-0603E-1071N_128,agriculture clear haze primary water
L15-0603E-1071N_129,agriculture clear cultivation habitation haze primary water
L15-0603E-1071N_13,agriculture cultivation haze primary
L15-0603E-1071N_130,agriculture cultivation haze primary
L15-0603E-1071N_131,agriculture haze primary water
L15-0603E-1071N_1310,agriculture clear cultivation haze primary water
L15-0603E-1071N_1311,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_1312,agriculture clear habitation haze primary road water
L15-0603E-1071N_1313,agriculture clear haze primary road
L15-0603E-1071N_1314,agriculture clear haze primary water
L15-0603E-1071N_1315,agriculture clear primary road water
L15-0603E-1071N_132,agriculture clear haze primary water
L15-0603E-1071N_133,agriculture clear cultivation habitation haze primary water
L15-0603E-1071N_134,agriculture cultivation haze primary
L15-0603E-1071N_135,clear haze primary
L15-0603E-1071N_136,clear haze primary
L15-0603E-1071N_137,agriculture clear cultivation primary
L15-0603E-1071N_138,agriculture clear haze primary water
L15-0603E-1071N_139,agriculture clear haze primary water
L15-0603E-1071N_14,agriculture clear cultivation haze primary road
L15-0603E-1071N_140,agriculture cultivation haze primary water
L15-0603E-1071N_141,agriculture clear haze primary water
L15-0603E-1071N_1410,agriculture clear habitation haze primary water
L15-0603E-1071N_1411,agriculture clear haze primary water
L15-0603E-1071N_1412,agriculture clear primary
L15-0603E-1071N_1413,agriculture clear habitation primary road
L15-0603E-1071N_1414,agriculture clear habitation primary road
L15-0603E-1071N_1415,agriculture clear habitation haze primary road
L15-0603E-1071N_142,agriculture clear cultivation haze primary
L15-0603E-1071N_143,agriculture clear cultivation haze primary road
L15-0603E-1071N_144,agriculture clear haze primary
L15-0603E-1071N_145,agriculture clear haze primary water
L15-0603E-1071N_146,agriculture clear cultivation haze primary road water
L15-0603E-1071N_147,agriculture clear primary
L15-0603E-1071N_148,agriculture clear habitation haze primary water
L15-0603E-1071N_149,agriculture clear habitation haze primary water
L15-0603E-1071N_15,agriculture clear cultivation haze primary road
L15-0603E-1071N_150,agriculture clear haze primary water
L15-0603E-1071N_151,agriculture cultivation haze primary
L15-0603E-1071N_1510,agriculture clear cultivation haze primary water
L15-0603E-1071N_1511,agriculture clear cultivation haze primary
L15-0603E-1071N_1512,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_1513,agriculture clear habitation primary road
L15-0603E-1071N_1514,agriculture clear primary road
L15-0603E-1071N_1515,agriculture clear haze primary road
L15-0603E-1071N_152,agriculture clear haze primary water
L15-0603E-1071N_153,agriculture partly_cloudy primary road
L15-0603E-1071N_154,agriculture cultivation haze partly_cloudy primary
L15-0603E-1071N_155,haze primary
L15-0603E-1071N_156,agriculture clear haze primary
L15-0603E-1071N_157,agriculture clear cultivation primary water
L15-0603E-1071N_158,agriculture clear haze primary water
L15-0603E-1071N_159,agriculture clear habitation haze primary water
L15-0603E-1071N_16,agriculture clear haze primary water
L15-0603E-1071N_17,agriculture clear haze primary
L15-0603E-1071N_18,agriculture clear haze primary road water
L15-0603E-1071N_19,agriculture clear haze primary water
L15-0603E-1071N_20,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_21,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_210,agriculture clear haze primary water
L15-0603E-1071N_211,agriculture clear habitation haze primary road water
L15-0603E-1071N_212,agriculture clear habitation haze primary road water
L15-0603E-1071N_213,agriculture clear haze primary
L15-0603E-1071N_214,agriculture clear haze primary road
L15-0603E-1071N_215,agriculture clear haze primary
L15-0603E-1071N_22,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_23,agriculture clear cultivation haze primary road water
L15-0603E-1071N_24,agriculture clear haze primary road water
L15-0603E-1071N_25,agriculture clear cultivation haze primary road
L15-0603E-1071N_26,agriculture clear haze primary road water
L15-0603E-1071N_27,agriculture clear haze primary road water
L15-0603E-1071N_28,agriculture clear haze primary road
L15-0603E-1071N_29,agriculture clear haze primary water
L15-0603E-1071N_30,agriculture clear cultivation habitation haze primary road
L15-0603E-1071N_31,agriculture cultivation haze primary
L15-0603E-1071N_310,agriculture clear habitation primary road
L15-0603E-1071N_311,agriculture clear habitation haze primary road water
L15-0603E-1071N_312,agriculture clear habitation primary road water
L15-0603E-1071N_313,agriculture clear primary road
L15-0603E-1071N_314,agriculture clear haze primary road
L15-0603E-1071N_315,agriculture clear primary water
L15-0603E-1071N_32,agriculture clear cultivation habitation haze primary
L15-0603E-1071N_33,agriculture clear haze primary
L15-0603E-1071N_34,agriculture clear haze primary road
L15-0603E-1071N_35,agriculture clear haze primary road water
L15-0603E-1071N_36,agriculture clear haze primary
L15-0603E-1071N_37,agriculture clear habitation haze primary road
L15-0603E-1071N_38,agriculture clear haze primary road
L15-0603E-1071N_39,agriculture clear cultivation primary road water
L15-0603E-1071N_40,agriculture clear haze primary road water
L15-0603E-1071N_41,agriculture clear cultivation haze primary road water
L15-0603E-1071N_410,agriculture clear habitation haze primary water
L15-0603E-1071N_411,agriculture clear habitation haze primary road water
L15-0603E-1071N_412,agriculture clear habitation primary road water
L15-0603E-1071N_413,agriculture clear primary road
L15-0603E-1071N_414,agriculture clear primary
L15-0603E-1071N_415,agriculture clear haze primary
L15-0603E-1071N_42,agriculture cultivation haze primary
L15-0603E-1071N_43,agriculture clear haze primary
L15-0603E-1071N_44,agriculture clear haze primary road
L15-0603E-1071N_45,agriculture clear haze primary water
L15-0603E-1071N_46,clear haze primary
L15-0603E-1071N_47,agriculture clear cultivation haze primary road
L15-0603E-1071N_48,agriculture clear habitation primary road
L15-0603E-1071N_49,agriculture clear haze primary road water
L15-0603E-1071N_50,agriculture haze primary water
L15-0603E-1071N_51,agriculture cultivation haze primary water
L15-0603E-1071N_510,agriculture clear cultivation primary road
L15-0603E-1071N_511,agriculture clear cultivation primary road water
L15-0603E-1071N_512,agriculture clear habitation haze primary road water
L15-0603E-1071N_513,agriculture clear primary
L15-0603E-1071N_514,agriculture clear haze primary
L15-0603E-1071N_515,agriculture clear haze primary
L15-0603E-1071N_52,agriculture clear cultivation haze primary
L15-0603E-1071N_53,agriculture haze primary road water
L15-0603E-1071N_54,agriculture clear cultivation haze primary
L15-0603E-1071N_55,clear haze primary
L15-0603E-1071N_56,clear haze primary
L15-0603E-1071N_57,agriculture clear cultivation haze primary water
L15-0603E-1071N_58,agriculture clear habitation haze primary road water
L15-0603E-1071N_59,agriculture clear haze primary
L15-0603E-1071N_60,agriculture haze primary water
L15-0603E-1071N_61,agriculture cultivation haze primary road
L15-0603E-1071N_610,agriculture clear haze primary
L15-0603E-1071N_611,agriculture clear cultivation haze primary water
L15-0603E-1071N_612,agriculture clear habitation haze primary road water
L15-0603E-1071N_613,agriculture clear primary
L15-0603E-1071N_614,agriculture clear primary water
L15-0603E-1071N_615,agriculture clear primary road
L15-0603E-1071N_62,agriculture clear haze primary water
L15-0603E-1071N_63,agriculture clear haze primary road water
L15-0603E-1071N_64,agriculture cultivation haze primary water
L15-0603E-1071N_65,agriculture clear haze primary water
L15-0603E-1071N_66,clear haze primary
L15-0603E-1071N_67,agriculture clear primary road water
L15-0603E-1071N_68,agriculture clear cultivation habitation primary road
L15-0603E-1071N_69,agriculture clear cultivation haze primary road
L15-0603E-1071N_70,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_71,agriculture clear cultivation haze primary water
L15-0603E-1071N_710,agriculture clear cultivation haze primary
L15-0603E-1071N_711,agriculture clear haze primary
L15-0603E-1071N_712,agriculture clear habitation primary road water
L15-0603E-1071N_713,agriculture clear primary
L15-0603E-1071N_714,agriculture clear haze primary road
L15-0603E-1071N_715,agriculture clear haze primary road
L15-0603E-1071N_72,agriculture clear haze primary road water
L15-0603E-1071N_73,agriculture clear cultivation haze primary road water
L15-0603E-1071N_74,agriculture clear cultivation haze primary water
L15-0603E-1071N_75,agriculture clear cultivation habitation haze primary road water
L15-0603E-1071N_76,agriculture clear haze primary road water
L15-0603E-1071N_77,agriculture clear haze primary water
L15-0603E-1071N_78,agriculture clear primary road
L15-0603E-1071N_79,agriculture clear habitation haze primary road
L15-0603E-1071N_80,agriculture clear cultivation haze primary water
